model,year,price,transmission,mileage,mpg,engine
 1 Series,2019,29490,Semi-Auto,7656,34.5,2
 3 Series,2020,30850,Semi-Auto,5656,48.7,2
 2 Series,2019,24990,Semi-Auto,10,50.4,2
 1 Series,2019,24450,Manual,10,41.5,1.5
 X7,2020,63990,Semi-Auto,6137,33.6,3
 Z4,2020,29990,Semi-Auto,4646,38.7,2
 4 Series,2019,27890,Semi-Auto,2476,48.7,2
 X2,2019,28490,Semi-Auto,2949,61.4,2
 4 Series,2019,26490,Semi-Auto,1652,45.6,2
 4 Series,2019,25850,Semi-Auto,2146,65.7,2
 4 Series,2019,25850,Semi-Auto,1980,65.7,2
 2 Series,2019,22650,Manual,100,61.4,2
 5 Series,2018,22600,Semi-Auto,14102,68.9,2
 X1,2016,13991,Manual,46424,60.1,2
 3 Series,2019,23980,Semi-Auto,4628,62.8,2
 5 Series,2020,29990,Semi-Auto,10,50.4,2
 X2,2020,23450,Manual,15,55.4,2
 4 Series,2020,25980,Manual,14,46.3,2
 1 Series,2020,20490,Manual,6262,44.1,1.5
 3 Series,2020,28990,Semi-Auto,5656,52.3,2
 3 Series,2020,30490,Semi-Auto,6565,50.4,2
 3 Series,2020,32790,Semi-Auto,5656,47.9,3
 1 Series,2020,30990,Semi-Auto,5656,34.5,2
 3 Series,2020,33990,Semi-Auto,5665,40.4,2
 4 Series,2019,23450,Semi-Auto,6900,65.7,2
 7 Series,2016,32990,Semi-Auto,21224,35.3,4.4
 2 Series,2015,17261,Manual,25637,34.9,3
 X4,2019,36750,Semi-Auto,15508,40.9,3
 X1,2016,17700,Semi-Auto,37326,57.6,2
 1 Series,2017,22991,Semi-Auto,15709,39.8,3
 X4,2017,25990,Semi-Auto,25357,47.9,3
 4 Series,2018,24800,Semi-Auto,29435,49.6,3
 5 Series,2019,26350,Semi-Auto,4694,65.7,2
 3 Series,2019,28450,Semi-Auto,9809,43.5,2
 5 Series,2019,26350,Semi-Auto,6260,65.7,2
 5 Series,2019,26350,Semi-Auto,9334,65.7,2
 3 Series,2020,28990,Semi-Auto,4,62.8,2
 3 Series,2019,24450,Manual,4725,54.3,2
 3 Series,2019,27450,Semi-Auto,7827,43.5,2
 7 Series,2019,49990,Semi-Auto,10478,33.6,3
 X7,2020,78490,Semi-Auto,4919,31.4,3
 5 Series,2019,26490,Semi-Auto,10656,65.7,2
 5 Series,2019,24397,Semi-Auto,10423,65.7,2
 4 Series,2019,28697,Semi-Auto,4927,50.4,3
 X2,2019,29490,Semi-Auto,1155,61.4,2
 1 Series,2019,29950,Semi-Auto,10,48.7,2
 4 Series,2019,25450,Semi-Auto,1678,48.7,2
 X7,2020,69990,Semi-Auto,5087,33.6,3
 1 Series,2019,27490,Semi-Auto,2270,51.4,2
 5 Series,2020,34850,Semi-Auto,16,44.8,2
 X2,2020,30990,Manual,6,42.8,1.5
 3 Series,2020,23490,Manual,15,58.9,2
 X3,2017,25990,Semi-Auto,26325,47.1,3
 3 Series,2020,29990,Semi-Auto,9,50.4,2
 3 Series,2020,23990,Manual,13,56.5,2
 1 Series,2016,18897,Semi-Auto,32632,39.8,3
 3 Series,2019,27997,Semi-Auto,16330,49.6,3
 3 Series,2019,28497,Semi-Auto,9898,49.6,3
 3 Series,2019,24597,Semi-Auto,5574,48.7,2
 2 Series,2018,32271,Semi-Auto,103,49.6,2
 X2,2019,32991,Semi-Auto,2899,39.2,2
 2 Series,2019,22991,Manual,103,44.1,1.5
 X2,2018,24530,Semi-Auto,25660,61.4,2
 X1,2019,23497,Semi-Auto,105,37.7,2
 2 Series,2019,22490,Manual,10,52.3,1.5
 1 Series,2019,22490,Manual,10,44.1,1.5
 1 Series,2019,27990,Semi-Auto,10,51.4,2
 1 Series,2019,23990,Manual,10,41.5,1.5
 X2,2019,26490,Semi-Auto,10,38.7,2
 1 Series,2019,24990,Manual,10,53.3,2
 1 Series,2016,21990,Semi-Auto,10,68.9,1.5
 1 Series,2016,18990,Manual,10,72.4,1.5
 3 Series,2019,29990,Semi-Auto,7460,48.7,2
 3 Series,2019,28440,Semi-Auto,8788,48.7,2
 5 Series,2020,32850,Semi-Auto,5,62.8,2
 X2,2020,26890,Manual,9,53.3,2
 5 Series,2020,27990,Semi-Auto,8,52.3,2
 4 Series,2020,33890,Semi-Auto,9,51.4,3
 5 Series,2017,23980,Semi-Auto,29539,60.1,2
 3 Series,2019,30326,Semi-Auto,3392,41.5,2
 Z4,2020,35850,Semi-Auto,5,37.2,2
 3 Series,2020,22850,Semi-Auto,12,43.5,2
 5 Series,2016,16300,Semi-Auto,21464,68.9,2
 M4,2016,31870,Semi-Auto,21533,34,3
 X6,2016,32800,Semi-Auto,26615,44.8,3
 X5,2017,57990,Automatic,10,42.8,3
 3 Series,2017,35990,Semi-Auto,112,51.4,3
 1 Series,2020,21940,Manual,514,44.1,1.5
 1 Series,2016,19490,Manual,10,78.5,1.5
 4 Series,2018,25945,Semi-Auto,20011,41.5,3
 3 Series,2018,22875,Semi-Auto,8973,47.9,2
 2 Series,2019,21945,Semi-Auto,11687,47.9,2
 2 Series,2019,22440,Manual,10,52.3,1.5
 X1,2016,20845,Semi-Auto,17699,44.8,2
 3 Series,2019,31390,Semi-Auto,5029,40.9,2
 3 Series,2019,24990,Manual,4753,64.2,2
 3 Series,2019,24950,Manual,3238,64.2,2
 5 Series,2019,30980,Semi-Auto,9709,56.5,3
 3 Series,2019,23790,Semi-Auto,8178,47.9,2
 3 Series,2019,23980,Semi-Auto,2198,47.9,2
 4 Series,2019,24975,Semi-Auto,9533,65.7,2
 2 Series,2018,23110,Semi-Auto,19598,39.8,3
 4 Series,2016,17450,Semi-Auto,27089,65.7,2
 1 Series,2017,22490,Semi-Auto,23120,39.8,3
 2 Series,2015,16000,Semi-Auto,29788,64.2,2
 2 Series,2020,26095,Manual,101,52.3,1.5
 1 Series,2019,17697,Manual,3312,52.3,1.5
 X5,2017,50990,Automatic,10,47.1,3
 1 Series,2017,24490,Manual,102,65.7,2
 1 Series,2016,19490,Manual,10,72.4,1.5
 1 Series,2016,19990,Manual,10,53.3,1.5
 Z4,2020,33490,Semi-Auto,10,38.7,2
 X1,2020,29450,Semi-Auto,10,40.9,2
 X5,2017,51990,Automatic,10,47.1,3
 4 Series,2017,16900,Automatic,19834,65.7,2
 3 Series,2018,15620,Manual,19281,60.1,2
 2 Series,2020,24475,Manual,117,51.4,2
 2 Series,2020,23475,Semi-Auto,12,50.4,1.5
 4 Series,2018,22440,Semi-Auto,13673,48.7,2
 X1,2019,25450,Semi-Auto,5021,40.9,1.5
 5 Series,2019,36875,Semi-Auto,10,53.3,3
 5 Series,2019,26350,Semi-Auto,9062,65.7,2
 1 Series,2016,20990,Manual,10,68.9,2
 2 Series,2019,22950,Semi-Auto,11,64.2,2
 2 Series,2019,23890,Semi-Auto,14,62.8,2
 4 Series,2019,33490,Semi-Auto,10,51.4,3
 5 Series,2019,35475,Semi-Auto,15,53.3,3
 3 Series,2019,23775,Semi-Auto,2552,47.9,2
 3 Series,2019,23775,Semi-Auto,2359,47.9,2
 5 Series,2014,12298,Semi-Auto,52598,62.8,2
 1 Series,2019,15995,Manual,5500,68.9,2
 1 Series,2014,8250,Manual,67654,74.3,1.6
 3 Series,2014,14894,Semi-Auto,36771,57.6,3
 3 Series,2016,18000,Semi-Auto,29978,51.4,3
 5 Series,2018,27980,Semi-Auto,29482,53.3,3
 4 Series,2016,24980,Manual,10,46.3,2
 4 Series,2017,41990,Automatic,10,41.5,3
 X1,2017,25990,Manual,10,68.9,2
 X1,2017,30980,Semi-Auto,10,44.8,2
 1 Series,2017,19490,Manual,10,53.3,1.5
 X6,2020,49975,Semi-Auto,2950,34.9,3
 2 Series,2019,23975,Semi-Auto,3013,64.2,2
 4 Series,2019,28975,Semi-Auto,3783,49.6,3
 3 Series,2020,32475,Semi-Auto,12,48.7,2
 5 Series,2020,32475,Semi-Auto,12,49.6,2
 3 Series,2020,33475,Semi-Auto,12,48.7,2
 X6,2020,54975,Semi-Auto,1075,26.4,3
 X2,2018,22470,Semi-Auto,10500,61.4,2
 3 Series,2015,14998,Semi-Auto,81455,49.6,3
 3 Series,2018,21998,Semi-Auto,17810,60.1,2
 3 Series,2018,19498,Semi-Auto,17686,64.2,2
 X2,2019,27990,Semi-Auto,10,38.7,2
 X5,2017,55990,Automatic,10,47.1,3
 2 Series,2017,21990,Manual,10,64.2,2
 2 Series,2017,20990,Semi-Auto,10,52.3,1.5
 3 Series,2019,26450,Manual,3055,54.3,2
 3 Series,2019,26450,Manual,3093,54.3,2
 X1,2017,20375,Semi-Auto,28005,57.6,2
 1 Series,2016,20990,Manual,10,68.9,2
 4 Series,2019,23450,Semi-Auto,11,65.7,2
 5 Series,2019,35790,Semi-Auto,12,53.3,3
 5 Series,2019,35790,Semi-Auto,12,53.3,3
 X6,2020,57990,Semi-Auto,3955,34.9,3
 X5,2020,48490,Semi-Auto,5656,37.7,3
 1 Series,2017,20975,Semi-Auto,11932,39.8,3
 3 Series,2019,31440,Semi-Auto,4675,40.9,2
 3 Series,2019,23975,Semi-Auto,5749,47.9,2
 X1,2019,24775,Manual,6786,51.4,1.5
 X3,2019,32975,Semi-Auto,2715,54.3,2
 5 Series,2020,26990,Semi-Auto,11,52.3,2
 1 Series,2018,16275,Manual,12879,53.3,1.5
 X2,2019,27275,Semi-Auto,5177,48.7,2
 3 Series,2019,24775,Manual,3368,64.2,2
 1 Series,2015,9730,Manual,26845,78.5,1.5
 X1,2016,17410,Automatic,32123,57.6,2
 X1,2016,17207,Automatic,42761,55.4,2
 3 Series,2014,11000,Semi-Auto,69382,57.6,3
 5 Series,2013,10037,Automatic,77262,60.1,2
 2 Series,2018,16419,Manual,11198,42.2,1.5
 3 Series,2019,24775,Manual,3758,64.2,2
 3 Series,2019,23990,Manual,4026,64.2,2
 3 Series,2019,31390,Semi-Auto,3097,41.5,2
 X5,2019,44790,Semi-Auto,10776,37.7,3
 1 Series,2019,28975,Semi-Auto,7110,34.5,2
 3 Series,2019,25975,Semi-Auto,3119,42.2,2
 X3,2019,38975,Semi-Auto,6436,36.7,3
 3 Series,2019,27975,Semi-Auto,8856,52.3,2
 X4,2019,35480,Semi-Auto,10395,42.8,2
 2 Series,2020,23990,Semi-Auto,18,49.6,2
 2 Series,2020,21890,Semi-Auto,12,50.4,1.5
 4 Series,2020,25980,Semi-Auto,14,65.7,2
 3 Series,2013,9200,Automatic,83944,60.1,2
 3 Series,2019,31275,Semi-Auto,5494,41.5,2
 3 Series,2019,24275,Semi-Auto,10361,62.8,2
 4 Series,2019,24775,Semi-Auto,10535,65.7,2
 5 Series,2019,26275,Semi-Auto,7585,65.7,2
 5 Series,2019,33775,Semi-Auto,12900,53.3,3
 5 Series,2019,28975,Semi-Auto,2013,60.1,2
 X1,2019,28790,Semi-Auto,3911,38.7,2
 4 Series,2020,25775,Semi-Auto,12,65.7,2
 1 Series,2014,10975,Manual,38000,65.7,2
 3 Series,2019,25950,Semi-Auto,3977,43.5,2
 5 Series,2019,26350,Semi-Auto,8324,65.7,2
 3 Series,2020,30990,Semi-Auto,3656,50.4,2
 3 Series,2020,27990,Semi-Auto,6565,42.2,2
 X2,2020,28490,Semi-Auto,6565,58.9,2
 1 Series,2020,25450,Semi-Auto,6565,51.4,2
 X1,2020,25490,Semi-Auto,5656,47.9,2
 X2,2020,23990,Manual,15,55.4,2
 X5,2020,48975,Semi-Auto,9998,37.7,3
 2 Series,2020,26475,Semi-Auto,12,51.4,2
 3 Series,2020,26490,Semi-Auto,14,60.1,2
 3 Series,2019,29975,Manual,1254,54.3,2
 3 Series,2019,27275,Manual,3377,54.3,2
 2 Series,2019,22275,Manual,12,42.2,1.5
 3 Series,2019,28775,Semi-Auto,5800,52.3,2
 3 Series,2019,24775,Manual,3043,64.2,2
 M4,2019,39275,Semi-Auto,8787,34,3
 M4,2019,42275,Semi-Auto,9403,32.5,3
 3 Series,2018,24475,Semi-Auto,10548,46.3,2
 3 Series,2018,24790,Semi-Auto,12,48.7,2
 3 Series,2018,27490,Semi-Auto,12,57.7,2
 X1,2019,25450,Semi-Auto,6908,40.9,1.5
 X3,2019,34440,Semi-Auto,11,54.3,2
 X2,2020,22980,Semi-Auto,10,43.5,1.5
 3 Series,2020,29990,Semi-Auto,9,51.4,2
 X2,2020,34450,Semi-Auto,14,34,2
 5 Series,2020,31450,Semi-Auto,8,60.1,2
 5 Series,2020,29950,Semi-Auto,6,49.6,2
 X3,2020,39990,Semi-Auto,4773,48.7,3
 3 Series,2014,12475,Manual,51122,62.8,2
 2 Series,2020,26490,Semi-Auto,10,47.1,2
 4 Series,2018,22275,Semi-Auto,18243,48.7,2
 2 Series,2019,23775,Manual,34,60.1,2
 2 Series,2019,22775,Manual,10,51.4,2
 5 Series,2019,31475,Semi-Auto,12,48.7,2
 4 Series,2019,33975,Semi-Auto,11,51.4,3
 4 Series,2019,24275,Semi-Auto,13,45.6,2
 4 Series,2019,24275,Semi-Auto,12,45.6,2
 4 Series,2019,23975,Semi-Auto,13,45.6,2
 X2,2018,28990,Manual,12,52.3,2
 X3,2018,39650,Semi-Auto,12,54.3,2
 5 Series,2019,26350,Semi-Auto,14345,65.7,2
 X1,2019,25999,Semi-Auto,4575,60.1,2
 X1,2019,25999,Semi-Auto,2974,60.1,2
 4 Series,2016,18475,Semi-Auto,10545,65.7,2
 4 Series,2017,23475,Semi-Auto,29819,50.4,3
 X4,2019,40775,Semi-Auto,5450,26.9,3
 M4,2019,43950,Semi-Auto,19,34,3
 3 Series,2019,23980,Semi-Auto,2760,62.8,2
 1 Series,2019,18450,Semi-Auto,5882,54.3,1.5
 X1,2019,25450,Semi-Auto,5863,46.3,1.5
 5 Series,2014,13775,Semi-Auto,51716,62.8,2
 2 Series,2019,21775,Semi-Auto,10570,47.9,2
 5 Series,2015,17970,Semi-Auto,29060,53.3,3
 2 Series,2019,21775,Semi-Auto,8878,47.9,2
 X1,2018,21975,Semi-Auto,16719,60.1,2
 X1,2017,20975,Semi-Auto,14063,44.8,2
 3 Series,2020,29990,Semi-Auto,12,41.5,2
 3 Series,2020,23990,Manual,5,56.5,2
 5 Series,2020,43990,Semi-Auto,10,39.2,3
 3 Series,2020,23850,Semi-Auto,23,42.2,2
 X3,2019,47440,Semi-Auto,6570,34.5,3
 3 Series,2015,16799,Semi-Auto,35365,57.6,2
 3 Series,2015,13275,Manual,61062,60.1,2
 3 Series,2017,21275,Semi-Auto,14714,51.4,3
 3 Series,2015,13975,Manual,41655,64.2,2
 X6,2016,29890,Semi-Auto,27838,47.1,3
 1 Series,2018,17975,Manual,12800,50.4,1.5
 3 Series,2020,23990,Manual,16,56.5,2
 3 Series,2020,24850,Semi-Auto,10,52.3,2
 4 Series,2014,16475,Semi-Auto,17500,44.8,2
 X2,2020,30990,Semi-Auto,10,42.8,1.5
 4 Series,2020,38990,Semi-Auto,9,47.9,3
 5 Series,2020,36990,Semi-Auto,10,60.1,3
 5 Series,2020,32850,Semi-Auto,12,62.8,2
 6 Series,2016,21975,Semi-Auto,28684,51.4,3
 1 Series,2019,18999,Semi-Auto,12011,65.7,2
 3 Series,2019,28950,Semi-Auto,5367,52.3,2
 1 Series,2018,16775,Manual,10842,65.7,2
 X5,2019,46950,Semi-Auto,8105,37.7,3
 4 Series,2019,23750,Semi-Auto,9,65.7,2
 4 Series,2018,21975,Semi-Auto,18165,48.7,2
 5 Series,2019,27875,Semi-Auto,3905,55.4,2
 3 Series,2015,20440,Semi-Auto,39000,41.5,3
 7 Series,2019,47975,Semi-Auto,1075,41.5,3
 5 Series,2019,27998,Semi-Auto,6865,60.1,2
 1 Series,2019,19498,Semi-Auto,11602,67.3,2
 3 Series,2017,15498,Semi-Auto,43678,60.1,2
 3 Series,2015,16410,Automatic,35219,56.5,3
 X6,2013,20510,Semi-Auto,63592,36.7,3
 7 Series,2014,13600,Automatic,78094,50.4,3
 2 Series,2017,13991,Manual,36045,74.3,1.5
 1 Series,2014,12111,Semi-Auto,57617,60.1,2
 3 Series,2016,15030,Semi-Auto,43482,64.2,2
 3 Series,2017,12791,Manual,37676,64.2,2
 5 Series,2018,26691,Automatic,28869,37.7,3
 4 Series,2016,17999,Manual,30055,55.4,2
 X1,2013,10995,Manual,26642,40.9,2
 3 Series,2019,31880,Semi-Auto,5185,44.1,3
 3 Series,2016,20480,Semi-Auto,22834,51.4,3
 X5,2016,24980,Automatic,68854,47.1,3
 3 Series,2013,10480,Manual,36494,68.9,2
 3 Series,2017,19490,Semi-Auto,41816,64.2,2
 X3,2018,33980,Semi-Auto,18327,48.7,3
 X3,2019,29480,Automatic,7164,56.5,2
 X3,2016,22980,Semi-Auto,46389,54.3,2
 X1,2017,20980,Semi-Auto,16717,60.1,2
 3 Series,2019,30990,Semi-Auto,1204,49.6,2
 3 Series,2019,27480,Semi-Auto,11103,52.3,2
 4 Series,2019,24250,Semi-Auto,110,60.1,2
 2 Series,2019,19975,Semi-Auto,9503,49.6,2
 5 Series,2019,25990,Semi-Auto,11114,65.7,2
 3 Series,2016,12480,Manual,51379,68.9,2
 X4,2019,41980,Semi-Auto,6747,26.9,3
 4 Series,2019,26990,Semi-Auto,8722,53.3,3
 2 Series,2019,19880,Automatic,8556,52.3,2
 2 Series,2019,19980,Semi-Auto,11362,40.9,1.5
 X1,2020,25980,Semi-Auto,19,60.1,2
 Z4,2020,29980,Semi-Auto,10,38.7,2
 1 Series,2019,21490,Automatic,7314,65.7,2
 2 Series,2019,22480,Manual,6521,60.1,2
 3 Series,2019,27480,Semi-Auto,5090,45.6,2
 5 Series,2019,26480,Semi-Auto,8601,50.4,2
 4 Series,2019,24980,Semi-Auto,6917,65.7,2
 3 Series,2019,26990,Semi-Auto,7264,48.7,2
 3 Series,2019,27890,Semi-Auto,1984,48.7,2
 X1,2019,24550,Manual,3228,51.4,1.5
 X5,2018,44990,Semi-Auto,5321,36.7,3
 8 Series,2018,63980,Semi-Auto,3891,26.9,4.4
 5 Series,2019,27780,Semi-Auto,12182,65.7,2
 1 Series,2017,18290,Manual,21491,36.2,3
 2 Series,2019,22990,Semi-Auto,682,47.9,2
 1 Series,2020,21450,Manual,1905,44.1,1.5
 X4,2019,41850,Automatic,5789,26.9,3
 3 Series,2019,37980,Semi-Auto,3766,34.9,3
 3 Series,2019,27980,Semi-Auto,5023,45.6,2
 3 Series,2019,37980,Semi-Auto,5470,34.9,3
 3 Series,2019,24450,Manual,3378,64.2,2
 3 Series,2019,24450,Manual,2912,64.2,2
 3 Series,2019,23990,Manual,4710,54.3,2
 3 Series,2019,26440,Manual,102,54.3,2
 X2,2019,24990,Semi-Auto,1702,47.9,2
 X2,2019,26790,Manual,103,53.3,2
 2 Series,2019,20990,Semi-Auto,1290,50.4,1.5
 X3,2019,41450,Semi-Auto,5651,36.7,3
 3 Series,2018,23890,Semi-Auto,17240,51.4,3
 M4,2017,89990,Semi-Auto,1336,33.2,3
 3 Series,2019,24450,Manual,3973,64.2,2
 3 Series,2019,24980,Semi-Auto,6941,42.2,2
 1 Series,2016,11980,Automatic,41081,74.3,2
 X1,2019,24480,Semi-Auto,7895,40.9,1.5
 1 Series,2016,15480,Automatic,28883,67.3,2
 4 Series,2019,25980,Automatic,5577,55.4,3
 1 Series,2019,19980,Automatic,11303,48.7,2
 4 Series,2019,22450,Manual,115,46.3,2
 4 Series,2019,24450,Semi-Auto,8128,65.7,2
 2 Series,2018,16890,Semi-Auto,21688,56.5,1.5
 2 Series,2019,23450,Semi-Auto,9683,57.7,2
 7 Series,2019,52990,Semi-Auto,4884,41.5,3
 X1,2019,24550,Manual,4957,51.4,1.5
 5 Series,2019,34990,Semi-Auto,101,53.3,3
 1 Series,2019,20875,Semi-Auto,4834,67.3,2
 1 Series,2020,23450,Manual,1524,44.1,1.5
 1 Series,2020,25890,Manual,1182,53.3,2
 2 Series,2016,13480,Manual,16600,68.9,2
 4 Series,2019,32880,Automatic,5000,41.5,3
 3 Series,2019,25350,Semi-Auto,22095,52.3,2
 3 Series,2019,33875,Semi-Auto,9389,49.6,2
 2 Series,2019,21945,Semi-Auto,9408,47.9,2
 1 Series,2019,17980,Manual,6756,65.7,2
 1 Series,2019,18975,Manual,5650,65.7,2
 1 Series,2019,19875,Semi-Auto,7044,67.3,2
 1 Series,2019,19475,Manual,4168,52.3,1.5
 1 Series,2019,18990,Manual,3423,70.6,1.5
 1 Series,2020,23450,Manual,1054,41.5,1.5
 X7,2019,77880,Semi-Auto,6506,31.4,3
 4 Series,2020,30990,Semi-Auto,110,41.5,3
 i8,2015,42890,Automatic,43102,134.5,1.5
 1 Series,2017,13980,Manual,19484,72.4,1.5
 1 Series,2019,19975,Manual,5303,65.7,2
 1 Series,2019,18675,Manual,3382,70.6,1.5
 1 Series,2019,17480,Manual,5230,68.9,2
 3 Series,2019,28980,Automatic,6129,50.4,2
 1 Series,2016,13980,Semi-Auto,17533,58.9,1.5
 2 Series,2019,21980,Manual,8494,64.2,2
 X2,2018,19240,Manual,18440,55.4,2
 3 Series,2014,13980,Manual,16376,62.8,2
 5 Series,2019,33980,Automatic,6000,53.3,3
 3 Series,2019,27980,Automatic,5000,52.3,2
 7 Series,2016,35480,Automatic,8814,35.3,4.4
 2 Series,2019,23480,Semi-Auto,112,47.9,2
 5 Series,2019,31875,Semi-Auto,114,48.7,2
 1 Series,2019,20875,Semi-Auto,5954,67.3,2
 4 Series,2019,33890,Semi-Auto,10,51.4,3
 4 Series,2019,33880,Automatic,11,51.4,3
 4 Series,2019,23990,Semi-Auto,120,60.1,2
 2 Series,2019,21480,Semi-Auto,11,50.4,1.5
 X4,2019,35480,Semi-Auto,10755,42.8,2
 3 Series,2019,24690,Semi-Auto,5246,47.9,2
 3 Series,2019,23980,Semi-Auto,1051,47.9,2
 3 Series,2019,23980,Semi-Auto,2480,47.9,2
 2 Series,2017,16698,Automatic,27201,64.2,2
 1 Series,2014,13798,Manual,50026,35.3,3
 2 Series,2019,20750,Manual,110,52.3,1.5
 2 Series,2019,20450,Manual,10,42.8,1.5
 3 Series,2014,11698,Manual,21798,68.9,2
 3 Series,2016,18998,Semi-Auto,33087,51.4,3
 2 Series,2017,14998,Semi-Auto,38576,68.9,1.5
 1 Series,2017,21498,Semi-Auto,18836,39.8,3
 7 Series,2017,30998,Semi-Auto,22879,40.4,3
 1 Series,2016,18498,Semi-Auto,38964,39.8,3
 3 Series,2019,24998,Semi-Auto,11904,60.1,2
 1 Series,2019,19998,Semi-Auto,7222,47.9,2
 3 Series,2019,24450,Semi-Auto,8196,62.8,2
 3 Series,2019,22990,Manual,1122,60.1,2
 4 Series,2019,27990,Semi-Auto,9529,60.1,2
 3 Series,2019,28450,Semi-Auto,1951,52.3,2
 4 Series,2019,25490,Semi-Auto,3516,48.7,2
 5 Series,2019,33890,Semi-Auto,2096,53.3,3
 4 Series,2019,26450,Semi-Auto,2924,48.7,2
 M4,2019,39990,Semi-Auto,7603,32.5,3
 4 Series,2019,24975,Semi-Auto,11324,65.7,2
 5 Series,2019,26790,Semi-Auto,10389,65.7,2
 5 Series,2019,26350,Semi-Auto,11301,65.7,2
 X1,2019,25450,Semi-Auto,7549,40.9,1.5
 1 Series,2017,13995,Semi-Auto,39714,67.3,2
 2 Series,2019,21590,Semi-Auto,10199,47.9,2
 1 Series,2017,16480,Manual,21344,62.8,2
 X1,2019,21480,Semi-Auto,7970,46.3,1.5
 1 Series,2020,23450,Manual,2400,44.1,1.5
 1 Series,2014,12991,Manual,71301,35.3,3
 4 Series,2014,11991,Manual,50757,46.3,2
 3 Series,2014,13950,Automatic,31098,62.8,2
 5 Series,2019,23775,Semi-Auto,4447,50.4,2
 1 Series,2019,18875,Semi-Auto,2406,68.9,1.5
 X4,2018,43990,Semi-Auto,12,42.8,2
 3 Series,2019,24440,Semi-Auto,12,64.2,2
 3 Series,2019,24440,Semi-Auto,12,60.1,2
 1 Series,2019,29790,Semi-Auto,12,39.8,3
 1 Series,2019,29880,Semi-Auto,12,39.8,3
 5 Series,2018,30990,Semi-Auto,12,49.6,2
 1 Series,2019,15980,Manual,8359,72.4,1.5
 2 Series,2019,29975,Semi-Auto,8027,38.2,3
 4 Series,2019,23775,Manual,8293,62.8,2
 5 Series,2019,31775,Semi-Auto,579,60.1,2
 Z4,2019,34980,Semi-Auto,8004,37.2,2
 5 Series,2019,26790,Semi-Auto,6110,65.7,2
 X1,2018,21980,Semi-Auto,10708,60.1,2
 3 Series,2020,32990,Semi-Auto,1125,50.4,2
 7 Series,2019,48995,Semi-Auto,7315,42.2,3
 3 Series,2019,27450,Semi-Auto,6038,42.2,2
 X3,2019,33990,Semi-Auto,2538,54.3,2
 3 Series,2019,17480,Semi-Auto,20671,51.4,1.5
 3 Series,2019,17480,Semi-Auto,22539,51.4,1.5
 3 Series,2019,21590,Semi-Auto,20000,47.9,2
 3 Series,2019,21590,Semi-Auto,23000,44.8,2
 1 Series,2020,23590,Manual,1104,53.3,2
 X1,2017,20450,Semi-Auto,25725,55.4,2
 M2,2019,44990,Semi-Auto,4358,29.1,3
 3 Series,2019,23990,Semi-Auto,8389,47.9,2
 3 Series,2016,13890,Semi-Auto,45252,65.7,2
 X5,2019,46990,Semi-Auto,2754,37.7,3
 4 Series,2019,24450,Semi-Auto,10831,65.7,2
 M4,2015,27590,Manual,27489,31,3
 2 Series,2014,11990,Semi-Auto,35000,65.7,2
 X3,2017,17380,Semi-Auto,64648,54.3,2
 2 Series,2018,20380,Semi-Auto,4172,47.9,2
 3 Series,2019,21590,Semi-Auto,26000,47.9,2
 3 Series,2019,21590,Semi-Auto,23000,44.8,2
 3 Series,2019,21590,Semi-Auto,23000,47.9,2
 3 Series,2019,21590,Semi-Auto,27000,47.9,2
 4 Series,2019,19890,Semi-Auto,22000,48.7,2
 4 Series,2018,20590,Semi-Auto,17000,48.7,2
 3 Series,2019,26480,Semi-Auto,6012,52.3,2
 3 Series,2019,25900,Semi-Auto,6486,42.2,2
 X1,2013,10295,Semi-Auto,63993,52.3,2
 4 Series,2015,15995,Automatic,47822,65.7,2
 X1,2016,17998,Semi-Auto,34813,55.4,2
 1 Series,2017,21498,Semi-Auto,25630,39.8,3
 6 Series,2019,35980,Semi-Auto,8004,47.9,3
 X3,2019,35980,Semi-Auto,8088,54.3,2
 5 Series,2018,26220,Semi-Auto,19504,46.3,2
 X5,2020,59993,Semi-Auto,500,37.7,3
 2 Series,2020,28993,Semi-Auto,500,67.3,2
 X2,2020,29993,Semi-Auto,500,38.7,2
 1 Series,2019,20980,Manual,2985,44.1,1.5
 1 Series,2019,20980,Manual,6553,44.1,1.5
 2 Series,2017,12900,Manual,47301,74.3,1.5
 X1,2017,14600,Manual,39460,68.9,2
 X1,2017,14600,Manual,41334,68.9,2
 X3,2019,29980,Semi-Auto,6231,54.3,2
 1 Series,2019,15940,Manual,7913,53.3,1.5
 4 Series,2019,31480,Semi-Auto,7217,47.9,3
 1 Series,2015,16491,Manual,27411,35.3,3
 X2,2019,30700,Semi-Auto,14352,34,2
 3 Series,2017,20999,Semi-Auto,27500,56.5,3
 2 Series,2020,32993,Semi-Auto,500,47.1,2
 X3,2020,39993,Semi-Auto,500,54.3,2
 X4,2020,48993,Semi-Auto,500,26.9,3
 Z4,2020,33993,Semi-Auto,603,38.7,2
 2 Series,2019,20450,Semi-Auto,3422,65.7,2
 3 Series,2019,22480,Manual,5567,56.5,2
 3 Series,2019,24475,Semi-Auto,12991,48.7,2
 7 Series,2019,51990,Semi-Auto,4279,41.5,3
 X7,2019,67990,Semi-Auto,6331,24.8,3
 4 Series,2019,24940,Semi-Auto,112,45.6,2
 2 Series,2019,23980,Manual,110,60.1,2
 3 Series,2013,11430,Semi-Auto,36578,44.8,2
 1 Series,2016,18998,Manual,13857,36.2,3
